,Entity Name,Latitude,Longitude
955,DUANE READE ETAL PTRS            ,40.760546,-73.987378
956,DUANE READE ETAL PTRS            ,40.771367,-73.98228
958,DUANE READE ET AL PRTS           ,40.776058,-73.947021
959,DUANE READE ET AL PTRS           ,40.781608,-73.954019
960,DUANE READE ETAL PTRS            ,40.768202,-73.955714
961,DUANE READE ET AL PTRS           ,40.709851,-74.008869
962,DUANE READE ET AL PTRS           ,40.793935,-73.96673
963,DUANE READE ET AL PTRS           ,40.759557,-73.991804
964,DUANE READE ETAL PTRS            ,40.762501,-73.983358
965,DUANE READE ETAL PTRS            ,40.720729,-74.000734
966,DUANE READE ETAL PTRS            ,40.73961,-73.995192
967,DUANE READE ETAL PTRS            ,40.741227,-73.98981
968,DUANE READE ETAL PTRS            ,40.719184,-74.010301
969,DUANE READE ET AL PTRS           ,40.779533,-73.977243
970,DUANE READE ET AL PRTS           ,40.777998,-73.956663
971,DUANE READE ET AL PRTS           ,40.815008,-73.957741
972,DUANE READE ET AL PRTS           ,40.741395,-74.001314
973,DUANE READE ET AL PTRS           ,40.750997,-73.987734
974,DUANE READE ET AL PTRS           ,40.756307,-73.997321
975,DUANE READE ET AL PTRS           ,40.755204,-73.975559
976,DUANE READE ET AL PTRS           ,40.707355,-74.004204
977,DUANE READE ETAL PTRS            ,40.750541,-73.980926
978,DUANE READE ET AL PTRS           ,40.760143,-73.967619
979,DUANE READE ETAL PTRS            ,40.7348,-73.9907
980,DUANE READE ET AL PRTS           ,40.765652,-73.963587
981,DUANE READE ETAL PTRS            ,40.722181,-73.996834
982,DUANE READE ET AL PTRS           ,40.778442,-73.982115
983,DUANE READE ET AL PTRS           ,40.779681,-73.953343
984,DUANE READE ET AL PTRS           ,40.75736,-73.971714
985,DUANE READE ET AL PTRS           ,40.73168,-73.982328
986,DUANE READE ET AL PTRS           ,40.737758,-73.980594
987,DUANE READE ET AL PTRS           ,40.708205,-74.011334
988,DUANE READE INC                  ,40.862808,-73.925526
989,DUANE READE INC                  ,40.720112,-73.979076
990,DUANE READE                      ,40.752387,-73.973271
991,DUANE READE                      ,40.751187,-73.990543
993,DUANE READE ETAL PTRS            ,40.75506,-73.979727
994,DUBAIS DISCOUNT INC              ,40.825952,-73.943357
995,DUBAI SMOKE SHOP CORP            ,40.71915,-73.985269
996,DUMPLINGGO PRODUCTION INC        ,40.740544,-73.981893
997,DYCKMAN CANDY & TOBACCO INC      ,40.862197,-73.925137
998,DYCKMAN CONVENIENCE INC          ,40.861781,-73.924875
999,DYCKMAN DELI & KWIK STOP INC     ,40.864765,-73.926781
1000,DYCKMAN NUTRITIONAL CORP         ,40.864913,-73.926876
1001,DYKEMANS 1001 SMOKES INC         ,40.866102,-73.925675
1003,DYLANS DELICIOUS DELI GROCERY COR,40.838297,-73.946282
1004,DYMD INC                         ,40.835974,-73.943601
1005,E 10TH ST FINEST DELI & GRILL COR,40.728675,-73.984523
1006,E AND G GROCERY CORP             ,40.862989,-73.926768
1007,EAST 110 CANDY GROCERY CORP      ,40.79498,-73.944279
1008,EAST 119 GROCERY AND DELI CORP   ,40.79776,-73.934121
1009,EAST 124 DELI GROCERY INC        ,40.805266,-73.941016
1010,EAST 86TH DELI AND GROCERY CORP  ,40.777098,-73.949884
1011,EASTEND GROCERY & LOTTO INC      ,40.777311,-73.949042
1012,EASTERN NEWSTAND CORP            ,40.76397,-73.973238
1013,EAST HARLEM GROCERY CORP         ,40.795607,-73.946367
1014,EAST N WEST DELI GROCERY CORP    ,40.825367,-73.947912
1015,EAST SIDE DAIRY MAKOLET INC      ,40.714581,-73.982051
1016,ESG GRAND CORP                   ,40.714624,-73.9822
1017,EASTSIDE GOURMET DELI CORP       ,40.72315,-73.982607
1018,ALSAIDI ALI A                    ,40.779116,-73.947716
1019,EAST SIDE GROCERY LLC            ,40.770258,-73.957292
1020,EAST SIDE HEALTH FOOD CORP       ,40.777867,-73.954677
1021,EASTSIDE MARKET CORP             ,40.770395,-73.951164
1022,EAST VILLAGE DELI & GRILL CORP   ,40.721097,-73.982885
1023,EAST VILLAGE FARM&GROCERY CORP   ,40.726287,-73.989355
1024,EAST VILLAGE FINEST DELI CORP    ,40.723386,-73.982765
1025,EAST VILLAGE FRUIT&VEGETABLE CORP,40.729249,-73.978174
1026,EAST VILLAGE GOURMET DELI CORP   ,40.729784,-73.98082
1027,EAST VILLAGE GROCERY & SMOKE SHOP,40.7293,-73.984073
1028,EAST VILLAGE MEAT MARKET INC     ,40.728952,-73.987392
1029,EAST VILLAGE NEW DELI CORP       ,40.72624,-73.98339
1030,EAST VILLAGE ORGANIC INC         ,40.727261,-73.985559
1031,NM&A CORP                        ,40.734737,-73.98613
1032,EASY 602 FOOD CORP               ,40.821174,-73.954427
1034,EATALY NY LLC                    ,40.742787,-73.988673
1035,EAT CLEAN BRO LLC                ,40.772138,-73.987803
1036,EAT FRESH DELI INC               ,40.7235,-73.97928
1037,ECONOMY CANDY CORP               ,40.719946,-73.98793
1038,EDDY FOOD CENTER CORP            ,40.837648,-73.938551
1039,DIANNA CORP                      ,40.806174,-73.941692
1040,DROMADAIRE ASSOCIATE INC         ,40.757398,-73.969602
1041,FOREVER SEEN SEVEN CORP          ,40.752014,-73.985175
1042,HEALTHY GIFTS INC                ,40.864913,-73.926876
1043,HINNAWI CORP                     ,40.787274,-73.947801
1044,MKO 1527 LLC                     ,40.744958,-73.978377
1045,MKO GROUP LLC                    ,40.764843,-73.991682
1046,WAJHA EMPIRE CORP                ,40.795036,-73.971623
1047,MKO 1418 LLC                     ,40.738993,-74.000717
1048,ZAVER & KUSH LLC                 ,40.727309,-73.98462
1049,EDISON MARKET INC                ,40.76663,-73.994152
1050,EDWIN FOOD CORP                  ,40.797613,-73.949118
1051,EIGHTH AVENUE GOURMET DELI INC   ,40.741467,-74.001264
1052,EILEENS SPECIAL CHEESECAKE INC   ,40.721595,-73.997333
1053,REYES CARMEN                     ,40.797587,-73.93917
1054,EL BARRIO SUPREME INC            ,40.790861,-73.949001
1055,MELO JORGE                       ,40.798077,-73.942021
1056,ELEGANZA GOURMET INC             ,40.812896,-73.953134
1057,CD EAST HARLEM DELI CORP         ,40.800707,-73.935063
1058,CUENCA LOPEZ CORP                ,40.843496,-73.934274
1059,ELHAM DELI CORP                  ,40.856062,-73.928805
1060,ELIS MANHATTAN WAREHOUSE INC     ,40.775136,-73.956654
1061,ELIS BREAD ELIZABAR INC          ,40.779498,-73.945723
1063,ELI ZABAR FARM TO TABLE LLC      ,40.717312,-73.991059
1064,1579 PALMA GROCERY INC           ,40.854199,-73.930163
1065,MARTE ANA E                      ,40.845956,-73.932478
1066,ELLINGTON DELI INC               ,40.799085,-73.96298
1067,EL MANANTIAL GROCERY STORE INC   ,40.844054,-73.935761
1069,ELM HEALTH CHELSEA CORP          ,40.738385,-73.999808
1070,EL NUEVO RENACER DELI GROCERY COR,40.842445,-73.93694
1071,ABC BEBE INC                     ,40.799649,-73.938764
1072,EL PARAISO GROCERY DELI CORP     ,40.856429,-73.929294
1073,EL PATIO DELI CORP               ,40.809623,-73.937812
1074,LEZAMA BENITO                    ,40.797303,-73.93849
1075,EL TEPEYAC BUTCHER SHOP INC      ,40.790199,-73.94778
1076,ELU DELI GROCERY CORP            ,40.838297,-73.946282
1077,EMILY GROCERY INC                ,40.846238,-73.935988
1078,EMMERSON GOURMET CORP            ,40.788181,-73.947147
1079,EMPIRE COFFEE & TEA CO INC       ,40.75808,-73.992862
1080,EMPIRE GOURMET DELI GROCERY CORP ,40.738971,-73.980103
1081,EMPIRE GROCERY AND DELI CORP     ,40.747646,-74.000472
1082,EMPIRE STATE DELI GROCERY INC    ,40.796689,-73.947252
1083,UNIV 45 FRUIT & VEGETABLE CORP   ,40.732369,-73.9941
1084,E&R FAMILY DELI CORP             ,40.86383,-73.919462
1085,ERNST KLEIN 6TH AVE FOOD CORP    ,40.763399,-73.977871
1086,SALEH ESAM ABDO                  ,40.856062,-73.928805
1087,ALI ESSA M                       ,40.72448,-73.984678
1088,100 BROAD STREET LLC             ,40.703475,-74.011594
1090,ESSEX OLIVE & SPICE HOUSE LLC    ,40.719429,-73.987755
1091,MIAH SYED K                      ,40.720369,-73.98727
1092,MOKOKO GUY RICHARD               ,40.788982,-73.943635
1093,EVERFRESH SUSHI INC              ,40.768013,-73.955852
1094,NY HARVEST TRADING INC           ,40.823069,-73.942474
1095,EVERFRESH SUSHI INC              ,40.764992,-73.978773
1096,EVERGREEN 206 INC                ,40.735843,-73.997944
1097,EVERGREEN ORGANIC FOODS & DELI IN,40.822056,-73.942495
1098,EVERYDAY CONVENIENT STORE INC    ,40.76242,-73.993434
1099,EXCELL DISCOUNT AND GROCERY CORP ,40.718391,-73.982424
1100,EXPRESS CONVENIENCE STORE INC    ,40.815006,-73.940284
1101,AL MUKHTAR DELI GROCERY CORP     ,40.803332,-73.938182
1102,EXPRESS STOP 72 STORE INC        ,40.769111,-73.958116
1103,FAICCO SAUSAGE SHOP INC          ,40.731163,-74.002954
1104,FAIRWAY BROADWAY LLC             ,40.780825,-73.981483
1105,FAIRWAY UPTOWN LLC               ,40.819402,-73.959377
1106,FAIRWAY CHELSEA LLC              ,40.744324,-73.991763
1107,FAIRWAY EAST 86TH STREET LLC     ,40.778101,-73.952267
1108,FAIRWAY KIPS BAY LLC             ,40.742801,-73.977036
1109,FAMILIA NUEZ Y DELI CORP         ,40.817803,-73.953042
1110,FAMILI 1ST DELP CORP             ,40.791062,-73.93903
1112,SHOHATEE ALI A                   ,40.796348,-73.935162
1113,BETTER PRICE 99 PLUS STORE CORP  ,40.802684,-73.936551
1114,FAMILY DOLLAR STORES OF NY INC   ,40.86272,-73.921821
1115,FAMILY GARDEN 168 INC            ,40.712727,-73.989006
1116,FAMILY GOURMET DELI CORP II      ,40.811366,-73.9503
1117,FAMILY GROCERY 2 INC             ,40.819482,-73.944377
1118,FAMILY VENDING INC               ,40.716021,-74.003986
1119,FANG OU                          ,40.713676,-73.994824
1120,GAMBY FANTA PATHE                ,40.807226,-73.949497
1121,FARMACY NYC LLC                  ,40.760762,-73.994654
1122,FIRST AVENUE MARKET INC          ,40.790614,-73.939353
1123,FARMERS GOURMET DELI CORP        ,40.807964,-73.948029
1124,FAT WITCH BAKERY INC             ,40.742227,-74.004466
1125,FAT WITCH BAKERY INC             ,40.802923,-73.940432
1126,F DOUGLASS 99 CENTS & UP INC     ,40.797529,-73.967839
1127,BAILEY AMBER                     ,40.796807,-73.945259
1128,FELO DELI GROCERY CORP           ,40.794605,-73.963836
1129,FENG SHENG BABY PRODUCT INC      ,40.846238,-73.935988
1130,FENG SHUN INC                    ,40.711819,-73.996901
1131,FENIX GROCERY CORP               ,40.84306,-73.936492
1132,FIFTH AVENUE DELI MART INC       ,40.79738,-73.948851
1133,FIFTH AVENUE GOURMET DELI INC    ,40.815057,-73.935919
1134,FIKRI DELI GROCERY CORP          ,40.83436,-73.94482
1135,FILLING STATION LLC THE          ,40.742227,-74.004466
1136,117 CORONA MEAT CORP             ,40.802449,-73.949275
1137,135 FUTURE L&M CORP              ,40.813346,-73.93905
1138,BOGOPA MADISON LLC               ,40.798327,-73.946059
1139,CENTRAL PARK NORTH MEAT LLC      ,40.799359,-73.95172
1140,MR 2497 FOOD CORP                ,40.821497,-73.939062
1141,POLO GROUNDS MEAT CORP           ,40.830403,-73.936427
1142,191 FOOD CORP                    ,40.855415,-73.929273
1143,2330 MEAT&PRODUCE CORP           ,40.79831,-73.93372
1144,545 GRAND FOOD CORP              ,40.714122,-73.98047
1145,FARE FARM FOOD CORP              ,40.865794,-73.926533
1146,FURCO FOOD CORP                  ,40.715552,-73.986958
1147,JD AVENUE C FOOD CORP            ,40.72286,-73.98282
1148,ROSAN FOOD CORP                  ,40.790703,-73.945311
1149,SILVER STAR ENTERPRISES INC      ,40.738389,-73.980524
1150,FIRST AVE & 117TH ST INC         ,40.796872,-73.934772
1151,FIRST AVENUE DELI INC            ,40.724448,-73.987604
1152,FIRST AVENUE SMOKE SHOP INC      ,40.777434,-73.948954
1153,FIRST & FIRST FINEST DELI CORP   ,40.721349,-73.980845
1154,FIRST ON FIRST DELI INC          ,40.780142,-73.946974
1155,FISCHER BROS&LESLIE INC          ,40.779239,-73.983113
1156,N&M GOURMET DELI INC             ,40.800782,-73.95252
1157,FLEISHERS UES LLC                ,40.772188,-73.958828
1158,F & L MINI MARKET CORP           ,40.792371,-73.946187
1159,PIZZUCO MEAT MARKET INC          ,40.732228,-74.001931
1160,FLOWER POWER HERBS & ROOTS INC   ,40.727972,-73.984329
1161,FLYING TIGER RETAIL EAST COAST LL,40.782839,-73.97484
1162,FLYING TIGER RETAIL EAST COAST LL,40.77094,-73.959733
1163,FLYING TIGER RETAIL EAST COAST LL,40.739719,-73.989617
1164,FONG ON INC                      ,40.714316,-73.993699
1165,SEVEN SEAS 42ND ST LLC           ,40.760013,-73.994294
1166,SEVEN SEAS UNION SQ LLC          ,40.734587,-73.989911
1167,SEVEN SEAS 49TH ST LLC           ,40.762053,-73.986284
1168,FOOD FOR HEALTH INC              ,40.783055,-73.950902
1169,FOOD GOURMET DELI GROCERY INC    ,40.853971,-73.929272
1170,FRESH DIRECT LLC                 ,40.76784,-73.995397
1171,FOOD LIBERATION INC              ,40.781829,-73.953855
1172,M&V INTERNATIONAL FOOD INC       ,40.857067,-73.932456
1173,ECONOMY FOOD MART                ,40.719475,-73.988677
1174,GLORY FOOD MARKET CORP           ,40.719475,-73.988677
1175,JANICO FOOD CORP                 ,40.814585,-73.94796
1176,756 JOMO FOOD CORP               ,40.826022,-73.943307
1177,300 W 145TH FOOD CORP            ,40.823161,-73.942695
1178,FOOD U DESIRE CORP               ,40.719528,-73.982885
1179,5069 MEAT&PRODUCE CORP           ,40.870487,-73.915058
1180,70-72 MEAT&PRODUCE CORP          ,40.860276,-73.928343
1181,KSP SUPERMARKET INC              ,40.785736,-73.951035
1182,FORAGERS HOLDINGS LLC            ,40.744734,-73.999226
1183,FORMAGGIO ESSEX MARKET INC       ,40.719429,-73.987755
1184,FORTUNE MEAT MARKET INC          ,40.718121,-73.996033
1185,FORTUNE MEAT MARKET INC          ,40.713796,-73.993348
1186,F P GOURMET DELI INC             ,40.792061,-73.941408
1187,FRANCHISE GOURMET DELI CORP      ,40.810176,-73.943637
1188,FRANKS GOURMET MARKET INC        ,40.855402,-73.937782
1189,FRASKO LLC                       ,40.84857,-73.930569
1190,FREDERICK DELI & GROCERY INC     ,40.808023,-73.952737
1191,FREEDOM DELI CORP                ,40.824364,-73.952089
1192,FREEDOM DELI #2 CORP             ,40.831223,-73.94126
1193,FREEDOM NEWS INC                 ,40.760994,-73.998699
1194,FREEDOM NEWS II INC              ,40.708553,-74.011061
1195,FRENCH CHEESE BOARD INC          ,40.721893,-73.996097
1196,FRESCO Y BARATO INC              ,40.860598,-73.927473
1197,DELANCEYS ORCHARD LLC            ,40.721339,-73.988123
1198,ERRAND GROCERY & DELI INC        ,40.739186,-74.00296
1199,GREAT VALUE CONVENIENCE INC      ,40.754396,-73.968871
1200,YORK FRESH FOOD INC              ,40.769305,-73.951968
1201,LEX 96 FRESH FROM THE FARM INC   ,40.78587,-73.950935
1202,FRESH GRILL DELI INC             ,40.803533,-73.956018
1203,FRESH KIM LLC                    ,40.797713,-73.9402
1204,FRESH SUPERETTE INC              ,40.850992,-73.938591
1205,INTERNATIONAL FOODIES INC        ,40.771653,-73.956272
1206,INTERNATIONAL FOODIES INC        ,40.76511,-73.946859
1207,INTERNATIONAL FOODIES LLC        ,40.748739,-73.97301
1208,FRESNO II DELI GROCERY CORP      ,40.721569,-73.980671
1209,F & R TRADING NY INC             ,40.718374,-73.994523
1210,KEE NGUN HUI                     ,40.717471,-73.995986
1211,FRUTERA EL BUEN CAMINO CORP      ,40.837387,-73.942328
1212,XIU FENG LIN                     ,40.713772,-73.993699
1213,FT WASHINGTON CANDY & GROCERY INC,40.850933,-73.938384
1214,FULL XING TRADING INC            ,40.712298,-73.994539
1215,FU LONG SEAFOOD WHOLESALE INC    ,40.712811,-73.994449
1216,FULTON MARKET ASSOCIATION INC    ,40.707109,-74.002953
1217,FULTON MARKET ASSOCIATION INC    ,40.706108,-74.003383
1218,FUNFAIR DELI CORP                ,40.815536,-73.939897
1219,425 3RD AVENUE CORP              ,40.74306,-73.980043
1220,FU XING GROCERY INC              ,40.715993,-73.993072
1221,FUZHOU GOOD TASTE GROCERY STR INC,40.713715,-73.994064
1222,GALAXY GOURMET INC               ,40.833942,-73.944853
1223,GALLARDO MINIMARKET CORP         ,40.824372,-73.951828
1224,GAO AI JIN                       ,40.779781,-73.95836
1226,GARDEN GOURMET CORP              ,40.788482,-73.940901
1227,BROADWAY SPECIALTY FOODS INC     ,40.802196,-73.967675
1228,GARDEN OF EDEN GOURMET INC       ,40.735611,-73.992688
1229,GARIK NEWS INC                   ,40.702024,-74.011234
1230,PARAMOUNT NEWS LLC               ,40.761828,-73.983786
1232,WEST LOBBY NEWSSTAND INC         ,40.770131,-73.990931
1233,GATON MINIMARKET CORP            ,40.864113,-73.923592
1234,GEM SPA INC                      ,40.728487,-73.987728
1236,GENERAL NUTRITION CORP           ,40.75878,-73.978667
1237,GENERAL NUTRITION CORP           ,40.850409,-73.936507
1238,GENERAL NUTRITION CORP           ,40.741164,-74.001474
1239,GENERAL NUTRITION CORP           ,40.777432,-73.952053
1240,GENERAL NUTRITION CORP           ,40.704474,-74.01329
1241,GENERAL NUTRITION CORP           ,40.763665,-73.975625
1242,GENERAL NUTRITION CORP           ,40.752037,-73.979848
1243,GENERAL NUTRITION CORP           ,40.715013,-74.005618
1244,GENERAL NUTRITION CORP           ,40.744503,-73.979004
1245,GENERAL NUTRITION CORP           ,40.737053,-73.99705
1246,GENERAL NUTRITION CORP           ,40.75547,-73.991089
1247,GENERAL NUTRITION CORP           ,40.727711,-73.994869
1248,GENERAL NUTRITION CORP           ,40.77422,-73.98112
1249,GENERAL NUTRITION CORP           ,40.752355,-73.987454
1250,GENJI LLC                        ,40.807981,-73.945967
1251,GENJI LLC                        ,40.759851,-73.966582
1252,GENJI LLC                        ,40.795151,-73.965851
1253,GENJI LLC                        ,40.723787,-73.991724
1254,GENJI LLC                        ,40.779492,-73.953485
1255,GENJI LLC                        ,40.715415,-74.011168
1256,GENJI LLC                        ,40.73477,-73.989935
1258,GENJI LLC                        ,40.754482,-73.984379
1259,GENTILES FINE FOODS CORP         ,40.776667,-73.961868
1260,GEORGE MEAT MARKET INC           ,40.7177,-73.992341
1261,SUSAN PALMER-GIRL IN THE LITTLE R,40.796807,-73.945259
1262,G & J DELI FOOD CORP             ,40.852686,-73.929456
1263,G&K FOOD CORP                    ,40.822063,-73.95377
1264,G&K MALCOLM FOOD CORP            ,40.812321,-73.942256
1265,JR AUTO SERVICE CORP             ,40.830091,-73.94039
1266,GENERAL NUTRITION INC            ,40.756177,-73.990558
1267,GENERAL NUTRITION CORP           ,40.710419,-74.008114
1268,GENERAL NUTRITION CORP           ,40.7565,-73.964233
1269,GENERAL NUTRITION CORP           ,40.754622,-73.983603
1270,GODIVA CHOCOLATIER INC           ,40.750671,-73.989853
1271,GODIVA CHOCOLATIER INC           ,40.75668,-73.972226
1272,GODIVA CHOCOLATIER INC           ,40.708883,-74.008803
1273,GODIVA CHOCOLATIER INC           ,40.754153,-73.976907
1275,GODIVA CHOCOLATIER INC           ,40.760777,-73.983484
1276,GOLD DELI INC                    ,40.790536,-73.948226
1277,GOLDEN DELI CORP                 ,40.821368,-73.954288
1278,GOLDEN FARGO INC                 ,40.707742,-74.011698
1279,GOLDEN PROFIT TRADING INC        ,40.718816,-73.996568
1280,GOLDEN OWL BROTHERS INC          ,40.750536,-73.976733
1281,GOLDEN OWL BROTHERS INC          ,40.734587,-73.989911
1282,GOLDEN OWL BROTHERS INC          ,40.760013,-73.994294
1283,GOLDEN OWL BROTHERS INC          ,40.762053,-73.986284
1284,GOLDEN OWL BROTHERS INC          ,40.761003,-73.965281
1285,GOLDEN OWL BROTHERS INC          ,40.767496,-73.962232
1287,GONBEI USA INC                   ,40.750536,-73.976733
1288,GOOD NATURE 1045 INC             ,40.758111,-73.966152
1289,GOBRANDS INC                     ,40.761865,-73.99091
1290,GOTHAM 1ST AVENUE GOURMET DELI CO,40.793331,-73.937374
1291,SILVERBUCKS INC                  ,40.756969,-73.96767
1292,DNCO 175 LLC                     ,40.769485,-73.954771
1293,GOURMET 157 CORP                 ,40.732745,-74.008168
1294,GOURMET DELI HOT & COLD FOOD PLUS,40.855195,-73.937873
1295,GOURMET DELI ON 8TH AVE CORP 1   ,40.740316,-74.002102
1296,GOURMET DELI UNITED INC          ,40.802347,-73.945228
1297,GOURMET EXPRESS INC              ,40.762058,-73.993694
1299,GG SOHO LLC                      ,40.72312,-74.002574
1300,GG TRIBECA LLC                   ,40.717558,-74.003434
1301,GG WEST 66 LLC                   ,40.774327,-73.983294
1302,JAN SERVICES 7TH AVENUE LLC      ,40.733976,-74.002589
1303,JAN SERVICES EAST INC            ,40.763706,-73.96197
1304,GOURMET TO GO                    ,40.770587,-73.980235
1305,GOURMET TO GO INC                ,40.758233,-73.984244
1306,SUSHI HOUSE INC                  ,40.819402,-73.959377
1307,SUSHI HOUSE INC                  ,40.746971,-73.994656
1308,SUSHI HOUSE INC                  ,40.778101,-73.952267
1309,GO YORK INC                      ,40.756008,-73.967689
1310,SUNOON WESTSIDE INC              ,40.733206,-73.999848
1311,WILSEA PARTNERS LLC              ,40.733206,-73.999848
1312,GRAB & GO GOURMET DELI INC       ,40.838628,-73.941418
1313,FOODEX LLC                       ,40.77498,-73.988004
1314,FOODMOOD LLC                     ,40.737168,-73.979182
1315,GRACEFULLY INC                   ,40.73414,-73.980296
1316,VASQUEZ GRACE A                  ,40.840377,-73.938448
1317,DORIA ENTERPRISES NYC LLC        ,40.766549,-73.96
1318,GRACES SUSHI INC                 ,40.766549,-73.96
1319,GRAMACY FRESH DELI INC           ,40.741112,-73.98358
1320,GRAND ADVANCE TRADING INC        ,40.71787,-73.992923
1321,GRAND CENTURY MARKET INC         ,40.717772,-73.992587
1322,GREAT FOOD GOURMET DELI #2 INC   ,40.816204,-73.957516
1323,GREAT NEWS CORP                  ,40.763982,-73.964807
1324,GREAT NEWS CORP                  ,40.781723,-73.95818
1325,GREAT NEWS CORP                  ,40.80762,-73.964316
1327,GREEN FOOD MARKET CORP           ,40.845769,-73.936328
1328,GREEN GARDEN DELI INC            ,40.809037,-73.94447
1329,GREEN GOURMET INC                ,40.763713,-73.967114
1330,JSK PRODUCE INC                  ,40.767448,-73.953313
1331,GREENLAND DELI AND GROCERY CORP  ,40.81144,-73.942728
1332,GREEN LEAF DELI INC              ,40.788882,-73.974147
1333,7 PARK AVENUE FOODS INC          ,40.747271,-73.981106
1334,GREEN OLIVE DELI CORP            ,40.798372,-73.941025
1335,GREEN PARK DELI INC              ,40.782116,-73.975873
1336,MADHUFALLA INC                   ,40.720876,-73.996678
1337,DELANCEYS LUDLOW LLC             ,40.718783,-73.9893
1338,GREEN STOP DELI INC              ,40.817488,-73.953271
1339,H&H KIM CORP                     ,40.726201,-74.001772
1340,GREENWICH VILLAGE FARM INC       ,40.734972,-74.000145
1341,GRILL 24 GOURMET DELI CORP       ,40.804208,-73.954855
1342,181 PARK DELI CORP               ,40.848415,-73.931577
1343,NAMDOR INC                       ,40.765314,-73.983912
1344,NAMDOR INC                       ,40.710682,-74.016173
1345,NAMDOR INC                       ,40.773339,-73.957984
1346,NAMDOR INC                       ,40.781563,-73.954052
1347,NAMDOR INC                       ,40.794936,-73.972448
1349,NAMDOR INC                       ,40.727906,-73.995823
1351,NAMDOR INC                       ,40.763601,-73.959062
1352,NAMDOR INC                       ,40.76511,-73.946859
1356,NAMDOR INC                       ,40.748739,-73.97301
1358,NAMDOR INC                       ,40.746998,-74.000946
1359,NAMDOR INC                       ,40.788468,-73.976869
1360,NAMDOR INC                       ,40.747397,-73.99753
1361,NAMDOR INC                       ,40.771653,-73.956272
1362,NAMDOR INC                       ,40.7443,-73.999209
1363,NAMDOR INC                       ,40.799259,-73.968342
1364,NAMDOR INC                       ,40.707112,-74.007346
1365,NAMDOR INC                       ,40.70857,-74.017373
1366,NAMDOR INC                       ,40.776571,-73.95561
1367,NAMDOR INC                       ,40.731861,-73.994538
1368,NAMDOR INC                       ,40.784994,-73.948859
1369,GROCERY BAKERY SAN AGUSTIN CORP  ,40.797185,-73.938206
1370,125 STREET GROCERY CORP          ,40.804465,-73.937612
1371,GROCERY SQUARE INC               ,40.72041,-73.97842
1372,GT 157 DELI GROCERY INC          ,40.832989,-73.942336
1373,GUASIMITO FOOD CORP              ,40.856377,-73.928576
1374,GUDDYS 2 DELI GROCERY CORP       ,40.861182,-73.921333
1375,NIHER CORP                       ,40.747554,-73.992196
1376,GV TRADING INC                   ,40.718988,-73.99633
1377,H&A CANDY GROCERY 1 CORP         ,40.801047,-73.937465
1378,PRAMUKH DELI & GROCERY INC       ,40.745819,-74.001803
1379,HAI CANG TRADING INC             ,40.716094,-73.999204
1380,HAI THANH SEAFOOD INC            ,40.71274,-73.997813
1381,ALBSHARI ABDULWAHAB              ,40.740807,-73.978762
1382,HAMILTON HEIGHTS GROCERY INC     ,40.822671,-73.953067
1383,HAMILTON CORNER MEAT MARKET INC  ,40.820909,-73.95436
1384,HANA MART NY CORP                ,40.747939,-73.987371
1385,HANDSOME DANS LLC                ,40.729613,-73.983854
1386,HANS FAMILY FRUIT&VEG INC        ,40.792884,-73.973211
1387,HAPPY LI TRADING INC             ,40.718503,-73.995829
1388,HARIRODA CORP                    ,40.734063,-73.998706
1389,HARLEM EMPIRE DELI INC           ,40.815936,-73.945202
1390,HARLEM FINEST DELI INC           ,40.806476,-73.940299
1391,HARLEM GOURMET DELI INC          ,40.816679,-73.946431
1392,HARLEM HEALTH FOOD GOURMET DELI I,40.798483,-73.933594
1393,HARLEM RIVER MINI MART & DELI COR,40.826366,-73.938315
1394,BEAST CRAFT BUTCHERS LLC         ,40.804088,-73.955613
1395,HARLEM TASTE DELI CORP           ,40.792389,-73.938676
1396,HEZAM HAMID J                    ,40.803196,-73.952665
1397,HARMON STORES INC                ,40.74212,-73.99399
1398,POPS PASTRAMI I LLC              ,40.72687,-73.9768
1400,HAYMAN CANDY GROCERY INC         ,40.847044,-73.935402
1401,H&B HERBAL INC                   ,40.730605,-73.980811
1402,WOODS DAVID                      ,40.796807,-73.945259
1403,HEALTH FOOD&VITAMIN CITY CORP    ,40.746603,-74.001567
1404,HEALTH&HARMONY INC               ,40.731904,-74.00657
1405,HEALTH NUTS INC THE              ,40.763469,-73.962248
1406,NATURAL PARADISE INC THE         ,40.796395,-73.970632
1407,STEP DOWN TO NATURE INC          ,40.751464,-73.97101
1408,ORGANIC MARKET & JUICE CORP      ,40.756495,-73.997763
1409,HEALTHSOURCE PHARMACY III B INC  ,40.756892,-73.963949
1410,HEALTHSOURCE PHARMACY II INC     ,40.746586,-73.98014
1411,HEALTHY CHOICE GOURMET INC       ,40.800463,-73.944485
1412,HEALTHY MARKET CORP              ,40.761433,-73.994143
1413,HEALTHY MARKET PLACE CORP        ,40.730572,-73.983168
1414,HEALTHY ORGANIC FOODS & DELI INC ,40.781296,-73.946136
1415,HEAVENLY DELICATESSEN MARKET GROU,40.77786,-73.945717
1416,HEAVENLY DELICATESSEN MARKET LTD ,40.731118,-73.993654
1417,KBADY CITYCASH CORPORATION       ,40.731713,-73.988335
1418,ADNAN ISMAIL                     ,40.849613,-73.936296
1419,HEIGHTS DELI FOODS INC THE       ,40.822986,-73.949258
1421,NEW EAST WEST GROCERY INC        ,40.756837,-73.993773
1422,HELLS KITCHEN DELI FOOD CORP     ,40.756927,-73.993707
